Year_Month,Fuel_Category,County,Count
2023/04,Plug-In Hybrid,WASHINGTON,271
2023/04,Plug-In Hybrid,WI,3
2023/04,Plug-In Hybrid,WICOMICO,173
2023/04,Plug-In Hybrid,WORCESTER,132
2023/04,Plug-In Hybrid,WV,15
2023/05,Electric,AK,3
2023/05,Electric,AL,4
2023/05,Electric,ALLEGANY,125
2023/05,Electric,ANNE ARUNDEL,6270
2023/05,Electric,AZ,2
2023/05,Electric,BALTIMORE,4752
2023/05,Electric,BALTIMORE CITY,2209
2023/05,Electric,CA,16
2023/05,Electric,CALVERT,473
2023/05,Electric,CAROLINE,87
2023/05,Electric,CARROLL,976
2023/05,Electric,CECIL,274
2023/05,Electric,CHARLES,909
2023/05,Electric,CO,3
2023/05,Electric,CT,6
2023/05,Electric,DC,228
2023/05,Electric,DE,58
2023/05,Electric,DORCHESTER,67
2023/05,Electric,FL,52
2023/05,Electric,FREDERICK,2555
2023/05,Electric,GA,8
2023/05,Electric,GARRETT,46
2023/05,Electric,HARFORD,1170
2023/05,Electric,HI,1
2023/05,Electric,HOWARD,6096
2023/05,Electric,IL,11
2023/05,Electric,IN,2
2023/05,Electric,KENT,55
2023/05,Electric,KS,1
2023/05,Electric,KY,1
2023/05,Electric,LA,3
2023/05,Electric,MA,2
2023/05,Electric,ME,2
2023/05,Electric,MI,5
2023/05,Electric,MN,2
2023/05,Electric,MONTGOMERY,16125
2023/05,Electric,MT,1
2023/05,Electric,NC,23
2023/05,Electric,NH,1
2023/05,Electric,NJ,25
2023/05,Electric,NV,3
2023/05,Electric,NY,27
2023/05,Electric,OH,10
2023/05,Electric,PA,58
2023/05,Electric,PRINCE GEORGES,4558
2023/05,Electric,QUEEN ANNES,288
2023/05,Electric,SAINT MARYS,480
2023/05,Electric,SC,13
2023/05,Electric,SD,1
2023/05,Electric,SOMERSET,15
2023/05,Electric,TALBOT,250
2023/05,Electric,TN,4
2023/05,Electric,TX,16
2023/05,Electric,UT,1
2023/05,Electric,VA,246
2023/05,Electric,WA,5
2023/05,Electric,WASHINGTON,398
2023/05,Electric,WICOMICO,194
2023/05,Electric,WORCESTER,203
2023/05,Electric,WV,32
2023/05,Plug-In Hybrid,AL,3
2023/05,Plug-In Hybrid,ALLEGANY,112
2023/05,Plug-In Hybrid,ANNE ARUNDEL,2925
2023/05,Plug-In Hybrid,AZ,4
2023/05,Plug-In Hybrid,BALTIMORE,2420
2023/05,Plug-In Hybrid,BALTIMORE CITY,1247
2023/05,Plug-In Hybrid,CA,4
2023/05,Plug-In Hybrid,CALVERT,328
2023/05,Plug-In Hybrid,CAROLINE,64
2023/05,Plug-In Hybrid,CARROLL,528
2023/05,Plug-In Hybrid,CECIL,171
2023/05,Plug-In Hybrid,CHARLES,326
2023/05,Plug-In Hybrid,CO,4
2023/05,Plug-In Hybrid,CT,6
2023/05,Plug-In Hybrid,DC,98
2023/05,Plug-In Hybrid,DE,38
2023/05,Plug-In Hybrid,DORCHESTER,51
2023/05,Plug-In Hybrid,FL,20
2023/05,Plug-In Hybrid,FREDERICK,1367
2023/05,Plug-In Hybrid,GA,5
2023/05,Plug-In Hybrid,GARRETT,27
2023/05,Plug-In Hybrid,HARFORD,657
2023/05,Plug-In Hybrid,HOWARD,2198
2023/05,Plug-In Hybrid,IL,8
2023/05,Plug-In Hybrid,IN,2
2023/05,Plug-In Hybrid,KENT,50
2023/05,Plug-In Hybrid,KS,1
2023/05,Plug-In Hybrid,KY,2
2023/05,Plug-In Hybrid,LA,1
2023/05,Plug-In Hybrid,MA,1
2023/05,Plug-In Hybrid,ME,1
2023/05,Plug-In Hybrid,MI,7
2023/05,Plug-In Hybrid,MN,2
2023/05,Plug-In Hybrid,MO,2
2023/05,Plug-In Hybrid,MONTGOMERY,6997
2023/05,Plug-In Hybrid,MT,1
2023/05,Plug-In Hybrid,NC,27
2023/05,Plug-In Hybrid,NH,1
2023/05,Plug-In Hybrid,NJ,16
2023/05,Plug-In Hybrid,NM,1
2023/05,Plug-In Hybrid,NY,34
2023/05,Plug-In Hybrid,OH,11
2023/05,Plug-In Hybrid,PA,65
2023/05,Plug-In Hybrid,PRINCE GEORGES,1962
2023/05,Plug-In Hybrid,QUEEN ANNES,168
2023/05,Plug-In Hybrid,RI,1
2023/05,Plug-In Hybrid,SAINT MARYS,323
2023/05,Plug-In Hybrid,SC,8
2023/05,Plug-In Hybrid,SOMERSET,19
2023/05,Plug-In Hybrid,TALBOT,149
2023/05,Plug-In Hybrid,TN,4
2023/05,Plug-In Hybrid,TX,11
2023/05,Plug-In Hybrid,VA,160
2023/05,Plug-In Hybrid,VT,2
2023/05,Plug-In Hybrid,WA,2
2023/05,Plug-In Hybrid,WASHINGTON,269
2023/05,Plug-In Hybrid,WI,3
2023/05,Plug-In Hybrid,WICOMICO,173
2023/05,Plug-In Hybrid,WORCESTER,131
2023/05,Plug-In Hybrid,WV,16
2023/05,Plug-In Hybrid,WY,1
2023/06,Electric,AK,2
2023/06,Electric,AL,3
2023/06,Electric,ALLEGANY,156
2023/06,Electric,ANNE ARUNDEL,6560
2023/06,Electric,AR,1
2023/06,Electric,AZ,4
2023/06,Electric,BALTIMORE,4961
2023/06,Electric,BALTIMORE CITY,2297
2023/06,Electric,CA,17
2023/06,Electric,CALVERT,495
2023/06,Electric,CAROLINE,95
2023/06,Electric,CARROLL,1013
2023/06,Electric,CECIL,279
2023/06,Electric,CHARLES,958
2023/06,Electric,CO,5
2023/06,Electric,CT,8
2023/06,Electric,DC,274
2023/06,Electric,DE,77
2023/06,Electric,DORCHESTER,72
2023/06,Electric,FL,72
2023/06,Electric,FREDERICK,2679
2023/06,Electric,GA,7
2023/06,Electric,GARRETT,47
2023/06,Electric,HARFORD,1217
2023/06,Electric,HOWARD,6406
2023/06,Electric,IA,1
2023/06,Electric,IL,11
2023/06,Electric,IN,2
2023/06,Electric,KENT,55
2023/06,Electric,KS,1
2023/06,Electric,KY,3
2023/06,Electric,LA,1
2023/06,Electric,MA,2
2023/06,Electric,ME,1
2023/06,Electric,MI,6
2023/06,Electric,MN,1
2023/06,Electric,MO,1
2023/06,Electric,MONTGOMERY,16873
2023/06,Electric,MT,2
2023/06,Electric,NC,17
2023/06,Electric,ND,1
2023/06,Electric,NH,3
2023/06,Electric,NJ,33
2023/06,Electric,NV,7
2023/06,Electric,NY,36
2023/06,Electric,OH,7
2023/06,Electric,OK,1
2023/06,Electric,PA,63
2023/06,Electric,PRINCE GEORGES,4772
2023/06,Electric,QUEEN ANNES,298
2023/06,Electric,SAINT MARYS,498
2023/06,Electric,SC,13
2023/06,Electric,SOMERSET,16
2023/06,Electric,TALBOT,263
2023/06,Electric,TN,4
2023/06,Electric,TX,20
2023/06,Electric,UT,1
2023/06,Electric,VA,380
2023/06,Electric,WA,8
2023/06,Electric,WASHINGTON,420
2023/06,Electric,WI,2
2023/06,Electric,WICOMICO,209
2023/06,Electric,WORCESTER,227
2023/06,Electric,WV,44
2023/06,Plug-In Hybrid,AL,2
2023/06,Plug-In Hybrid,ALLEGANY,117
2023/06,Plug-In Hybrid,ANNE ARUNDEL,3168
2023/06,Plug-In Hybrid,AZ,2
2023/06,Plug-In Hybrid,BALTIMORE,2473
2023/06,Plug-In Hybrid,BALTIMORE CITY,1259
2023/06,Plug-In Hybrid,CA,6
2023/06,Plug-In Hybrid,CALVERT,331
2023/06,Plug-In Hybrid,CAROLINE,65
2023/06,Plug-In Hybrid,CARROLL,535
2023/06,Plug-In Hybrid,CECIL,182
2023/06,Plug-In Hybrid,CHARLES,330
2023/06,Plug-In Hybrid,CO,3
2023/06,Plug-In Hybrid,CT,11
2023/06,Plug-In Hybrid,DC,96
2023/06,Plug-In Hybrid,DE,47
2023/06,Plug-In Hybrid,DORCHESTER,53
2023/06,Plug-In Hybrid,FL,32
2023/06,Plug-In Hybrid,FREDERICK,1397
2023/06,Plug-In Hybrid,GA,6
2023/06,Plug-In Hybrid,GARRETT,29
2023/06,Plug-In Hybrid,HARFORD,664
2023/06,Plug-In Hybrid,HOWARD,2222
2023/06,Plug-In Hybrid,IL,3
2023/06,Plug-In Hybrid,IN,2
2023/06,Plug-In Hybrid,KENT,53
2023/06,Plug-In Hybrid,KS,1
2023/06,Plug-In Hybrid,KY,1
2023/06,Plug-In Hybrid,LA,1
2023/06,Plug-In Hybrid,MA,3
2023/06,Plug-In Hybrid,ME,1
2023/06,Plug-In Hybrid,MI,8
2023/06,Plug-In Hybrid,MO,2
2023/06,Plug-In Hybrid,MONTGOMERY,7122
2023/06,Plug-In Hybrid,MT,3
2023/06,Plug-In Hybrid,NC,21
2023/06,Plug-In Hybrid,NH,2
2023/06,Plug-In Hybrid,NJ,22
2023/06,Plug-In Hybrid,NY,35
2023/06,Plug-In Hybrid,OH,8
2023/06,Plug-In Hybrid,OK,1
2023/06,Plug-In Hybrid,PA,51
2023/06,Plug-In Hybrid,PRINCE GEORGES,2007
2023/06,Plug-In Hybrid,QUEEN ANNES,170
2023/06,Plug-In Hybrid,RI,1
2023/06,Plug-In Hybrid,SAINT MARYS,327
2023/06,Plug-In Hybrid,SC,8
2023/06,Plug-In Hybrid,SOMERSET,20
2023/06,Plug-In Hybrid,TALBOT,152
2023/06,Plug-In Hybrid,TN,5
2023/06,Plug-In Hybrid,TX,16
2023/06,Plug-In Hybrid,VA,158
2023/06,Plug-In Hybrid,VT,2
2023/06,Plug-In Hybrid,WA,1
2023/06,Plug-In Hybrid,WASHINGTON,279
2023/06,Plug-In Hybrid,WI,2
2023/06,Plug-In Hybrid,WICOMICO,180
2023/06,Plug-In Hybrid,WORCESTER,138
2023/06,Plug-In Hybrid,WV,16
2023/06,Plug-In Hybrid,WY,1
2023/07,Electric,AL,3
2023/07,Electric,ALLEGANY,159
2023/07,Electric,ANNE ARUNDEL,6751
2023/07,Electric,AR,1
2023/07,Electric,AZ,4
2023/07,Electric,BALTIMORE,5137
2023/07,Electric,BALTIMORE CITY,2354
2023/07,Electric,CA,25
2023/07,Electric,CALVERT,514
2023/07,Electric,CAROLINE,94
2023/07,Electric,CARROLL,1043
2023/07,Electric,CECIL,290
2023/07,Electric,CHARLES,1008
2023/07,Electric,CO,2
2023/07,Electric,CT,11
2023/07,Electric,DC,290
2023/07,Electric,DE,82
2023/07,Electric,DORCHESTER,72
2023/07,Electric,FL,56
2023/07,Electric,FREDERICK,2811
2023/07,Electric,GA,9
2023/07,Electric,GARRETT,46
2023/07,Electric,HARFORD,1255
2023/07,Electric,HI,2
2023/07,Electric,HOWARD,6610
2023/07,Electric,IA,1
2023/07,Electric,IL,9
2023/07,Electric,IN,2
2023/07,Electric,KENT,56
2023/07,Electric,KS,1
2023/07,Electric,KY,2
2023/07,Electric,LA,1
2023/07,Electric,MA,4
2023/07,Electric,ME,1
2023/07,Electric,MI,8
2023/07,Electric,MN,2
2023/07,Electric,MO,1
2023/07,Electric,MONTGOMERY,17453
2023/07,Electric,MT,5
2023/07,Electric,NC,23
2023/07,Electric,ND,1
2023/07,Electric,NH,2
2023/07,Electric,NJ,54
2023/07,Electric,NV,4
2023/07,Electric,NY,31
2023/07,Electric,OH,8
2023/07,Electric,PA,71
2023/07,Electric,PR,1
2023/07,Electric,PRINCE GEORGES,5002
2023/07,Electric,QUEEN ANNES,308
2023/07,Electric,RI,1
2023/07,Electric,SAINT MARYS,519
2023/07,Electric,SC,9
2023/07,Electric,SOMERSET,17
2023/07,Electric,TALBOT,275
2023/07,Electric,TG,1
2023/07,Electric,TN,3
2023/07,Electric,TX,23
2023/07,Electric,UT,2
2023/07,Electric,VA,405
2023/07,Electric,WA,15
2023/07,Electric,WASHINGTON,441
2023/07,Electric,WI,2
2023/07,Electric,WICOMICO,216
2023/07,Electric,WORCESTER,235
2023/07,Electric,WV,39
2023/07,Plug-In Hybrid,AL,2
2023/07,Plug-In Hybrid,ALLEGANY,118
2023/07,Plug-In Hybrid,ANNE ARUNDEL,3363
2023/07,Plug-In Hybrid,AZ,2
2023/07,Plug-In Hybrid,BALTIMORE,2523
2023/07,Plug-In Hybrid,BALTIMORE CITY,1266
2023/07,Plug-In Hybrid,CA,7
2023/07,Plug-In Hybrid,CALVERT,328
2023/07,Plug-In Hybrid,CAROLINE,66
2023/07,Plug-In Hybrid,CARROLL,550
2023/07,Plug-In Hybrid,CECIL,188
2023/07,Plug-In Hybrid,CHARLES,335
2023/07,Plug-In Hybrid,CO,5
2023/07,Plug-In Hybrid,CT,10
2023/07,Plug-In Hybrid,DC,103
2023/07,Plug-In Hybrid,DE,49
2023/07,Plug-In Hybrid,DORCHESTER,52
2023/07,Plug-In Hybrid,FL,29
2023/07,Plug-In Hybrid,FREDERICK,1410
2023/07,Plug-In Hybrid,GA,8
2023/07,Plug-In Hybrid,GARRETT,30
2023/07,Plug-In Hybrid,HARFORD,681
2023/07,Plug-In Hybrid,HOWARD,2268
2023/07,Plug-In Hybrid,IL,5
2023/07,Plug-In Hybrid,IN,1
2023/07,Plug-In Hybrid,KENT,52
2023/07,Plug-In Hybrid,KS,1
2023/07,Plug-In Hybrid,KY,1
2023/07,Plug-In Hybrid,LA,2
2023/07,Plug-In Hybrid,MA,4
2023/07,Plug-In Hybrid,MI,9
2023/07,Plug-In Hybrid,MO,4
2023/07,Plug-In Hybrid,MONTGOMERY,7229
2023/07,Plug-In Hybrid,MT,2
2023/07,Plug-In Hybrid,NC,23
2023/07,Plug-In Hybrid,NH,1
2023/07,Plug-In Hybrid,NJ,21
2023/07,Plug-In Hybrid,NM,2
2023/07,Plug-In Hybrid,NY,32
2023/07,Plug-In Hybrid,OH,6
2023/07,Plug-In Hybrid,OK,1
2023/07,Plug-In Hybrid,PA,59
2023/07,Plug-In Hybrid,PRINCE GEORGES,2036
2023/07,Plug-In Hybrid,QUEEN ANNES,169
2023/07,Plug-In Hybrid,RI,1
2023/07,Plug-In Hybrid,SAINT MARYS,337
2023/07,Plug-In Hybrid,SC,8
2023/07,Plug-In Hybrid,SOMERSET,20
2023/07,Plug-In Hybrid,TALBOT,153
2023/07,Plug-In Hybrid,TN,5
2023/07,Plug-In Hybrid,TX,19
2023/07,Plug-In Hybrid,VA,182
2023/07,Plug-In Hybrid,VT,3
2023/07,Plug-In Hybrid,WA,2
2023/07,Plug-In Hybrid,WASHINGTON,280
2023/07,Plug-In Hybrid,WI,1
2023/07,Plug-In Hybrid,WICOMICO,185
2023/07,Plug-In Hybrid,WORCESTER,138
2023/07,Plug-In Hybrid,WV,12
2023/08,Electric,AK,1
2023/08,Electric,AL,2
2023/08,Electric,ALLEGANY,156
2023/08,Electric,ANNE ARUNDEL,6973
2023/08,Electric,AR,1
2023/08,Electric,AZ,5
2023/08,Electric,BALTIMORE,5307
2023/08,Electric,BALTIMORE CITY,2431
2023/08,Electric,CA,23
2023/08,Electric,CALVERT,533
2023/08,Electric,CAROLINE,94
2023/08,Electric,CARROLL,1069
2023/08,Electric,CECIL,295
2023/08,Electric,CHARLES,1047
2023/08,Electric,CO,4
2023/08,Electric,CT,11
2023/08,Electric,DC,274
2023/08,Electric,DE,67
2023/08,Electric,DORCHESTER,75
2023/08,Electric,FL,53
2023/08,Electric,FREDERICK,2933
2023/08,Electric,GA,9
2023/08,Electric,GARRETT,47
2023/08,Electric,HARFORD,1296
2023/08,Electric,HI,1
2023/08,Electric,HOWARD,6845
2023/08,Electric,IA,1
2023/08,Electric,IL,13
2023/08,Electric,IN,5
2023/08,Electric,KENT,57
2023/08,Electric,LA,1
2023/08,Electric,MA,4
2023/08,Electric,ME,1
2023/08,Electric,MI,9
2023/08,Electric,MO,1
2023/08,Electric,MONTGOMERY,18096
2023/08,Electric,MT,5
2023/08,Electric,NC,26
2023/08,Electric,ND,1
2023/08,Electric,NH,1
2023/08,Electric,NJ,63
2023/08,Electric,NM,1
2023/08,Electric,NV,5
2023/08,Electric,NY,40
2023/08,Electric,OH,8
2023/08,Electric,OK,1
2023/08,Electric,PA,71
2023/08,Electric,PR,1
2023/08,Electric,PRINCE GEORGES,5227
2023/08,Electric,QUEEN ANNES,312
2023/08,Electric,SAINT MARYS,535
2023/08,Electric,SC,8
2023/08,Electric,SOMERSET,20
2023/08,Electric,TALBOT,280
2023/08,Electric,TG,1
2023/08,Electric,TN,4
2023/08,Electric,TX,18
2023/08,Electric,VA,366
2023/08,Electric,WA,9
2023/08,Electric,WASHINGTON,476
2023/08,Electric,WI,1
2023/08,Electric,WICOMICO,225
2023/08,Electric,WORCESTER,241
2023/08,Electric,WV,42
2023/08,Plug-In Hybrid,AL,2
2023/08,Plug-In Hybrid,ALLEGANY,124
2023/08,Plug-In Hybrid,ANNE ARUNDEL,3537
2023/08,Plug-In Hybrid,AZ,2
2023/08,Plug-In Hybrid,BALTIMORE,2595
2023/08,Plug-In Hybrid,BALTIMORE CITY,1296
2023/08,Plug-In Hybrid,CA,6
2023/08,Plug-In Hybrid,CALVERT,337
2023/08,Plug-In Hybrid,CAROLINE,63
2023/08,Plug-In Hybrid,CARROLL,570
2023/08,Plug-In Hybrid,CECIL,195
2023/08,Plug-In Hybrid,CHARLES,350
2023/08,Plug-In Hybrid,CO,5
2023/08,Plug-In Hybrid,CT,9
2023/08,Plug-In Hybrid,DC,87
2023/08,Plug-In Hybrid,DE,58
2023/08,Plug-In Hybrid,DORCHESTER,53
2023/08,Plug-In Hybrid,FL,26
2023/08,Plug-In Hybrid,FREDERICK,1450
2023/08,Plug-In Hybrid,GA,11
2023/08,Plug-In Hybrid,GARRETT,31
2023/08,Plug-In Hybrid,HARFORD,711
2023/08,Plug-In Hybrid,HOWARD,2338
2023/08,Plug-In Hybrid,IL,5
2023/08,Plug-In Hybrid,IN,1
2023/08,Plug-In Hybrid,KENT,53
2023/08,Plug-In Hybrid,KS,1
2023/08,Plug-In Hybrid,KY,2
2023/08,Plug-In Hybrid,LA,4
2023/08,Plug-In Hybrid,MA,4
2023/08,Plug-In Hybrid,MI,8
2023/08,Plug-In Hybrid,MN,1
2023/08,Plug-In Hybrid,MO,5
2023/08,Plug-In Hybrid,MONTGOMERY,7541
2023/08,Plug-In Hybrid,NC,31
2023/08,Plug-In Hybrid,NH,1
2023/08,Plug-In Hybrid,NJ,31
2023/08,Plug-In Hybrid,NM,3
2023/08,Plug-In Hybrid,NY,31
2023/08,Plug-In Hybrid,OH,7
2023/08,Plug-In Hybrid,OR,1
2023/08,Plug-In Hybrid,PA,77
2023/08,Plug-In Hybrid,PR,1
2023/08,Plug-In Hybrid,PRINCE GEORGES,2105
2023/08,Plug-In Hybrid,QUEEN ANNES,180
2023/08,Plug-In Hybrid,SAINT MARYS,344
2023/08,Plug-In Hybrid,SC,11
2023/08,Plug-In Hybrid,SOMERSET,20
2023/08,Plug-In Hybrid,TALBOT,167
2023/08,Plug-In Hybrid,TN,8
2023/08,Plug-In Hybrid,TX,29
2023/08,Plug-In Hybrid,VA,196
2023/08,Plug-In Hybrid,VT,2
2023/08,Plug-In Hybrid,WA,5
2023/08,Plug-In Hybrid,WASHINGTON,288
2023/08,Plug-In Hybrid,WI,1
2023/08,Plug-In Hybrid,WICOMICO,185
2023/08,Plug-In Hybrid,WORCESTER,142
2023/08,Plug-In Hybrid,WV,12
2023/08,Plug-In Hybrid,WY,1
2023/09,Electric,AK,1
2023/09,Electric,AL,2
2023/09,Electric,ALLEGANY,176
2023/09,Electric,ANNE ARUNDEL,7143
2023/09,Electric,AR,1
2023/09,Electric,AZ,6
2023/09,Electric,BALTIMORE,5530
2023/09,Electric,BALTIMORE CITY,2533
2023/09,Electric,CA,26
2023/09,Electric,CALVERT,548
2023/09,Electric,CAROLINE,107
2023/09,Electric,CARROLL,1099
2023/09,Electric,CECIL,310
2023/09,Electric,CHARLES,1103
2023/09,Electric,CO,8
2023/09,Electric,CT,10
2023/09,Electric,DC,317
2023/09,Electric,DE,87
2023/09,Electric,DORCHESTER,74
2023/09,Electric,FL,52
2023/09,Electric,FREDERICK,3101
2023/09,Electric,GA,11
2023/09,Electric,GARRETT,49
2023/09,Electric,HARFORD,1345
2023/09,Electric,HI,2
2023/09,Electric,HOWARD,7147
2023/09,Electric,IL,16
2023/09,Electric,IN,5
2023/09,Electric,KENT,60
2023/09,Electric,KS,1
2023/09,Electric,KY,2
2023/09,Electric,LA,4
2023/09,Electric,MA,5
2023/09,Electric,ME,1
2023/09,Electric,MI,9
2023/09,Electric,MN,1
2023/09,Electric,MO,3
2023/09,Electric,MONTGOMERY,18780
2023/09,Electric,MS,2
2023/09,Electric,MT,2
2023/09,Electric,NC,27
2023/09,Electric,ND,1
2023/09,Electric,NH,1
2023/09,Electric,NJ,63
2023/09,Electric,NV,6
2023/09,Electric,NY,47
2023/09,Electric,OH,9
2023/09,Electric,OK,2
2023/09,Electric,PA,73
2023/09,Electric,PRINCE GEORGES,5466
2023/09,Electric,QUEEN ANNES,314
2023/09,Electric,SAINT MARYS,551
2023/09,Electric,SC,9
2023/09,Electric,SOMERSET,22
2023/09,Electric,TALBOT,284
2023/09,Electric,TG,1
2023/09,Electric,TN,2
2023/09,Electric,TX,21
2023/09,Electric,UT,1
2023/09,Electric,VA,540
2023/09,Electric,WA,9
2023/09,Electric,WASHINGTON,496
2023/09,Electric,WI,2
2023/09,Electric,WICOMICO,232
2023/09,Electric,WORCESTER,256
2023/09,Electric,WV,43
2023/09,Plug-In Hybrid,AL,3
2023/09,Plug-In Hybrid,ALLEGANY,132
2023/09,Plug-In Hybrid,ANNE ARUNDEL,3646
2023/09,Plug-In Hybrid,AZ,2
2023/09,Plug-In Hybrid,BALTIMORE,2660
2023/09,Plug-In Hybrid,BALTIMORE CITY,1336
2023/09,Plug-In Hybrid,CA,4
2023/09,Plug-In Hybrid,CALVERT,342
2023/09,Plug-In Hybrid,CAROLINE,64
2023/09,Plug-In Hybrid,CARROLL,578
2023/09,Plug-In Hybrid,CECIL,204
2023/09,Plug-In Hybrid,CHARLES,365
2023/09,Plug-In Hybrid,CO,5
2023/09,Plug-In Hybrid,CT,8
2023/09,Plug-In Hybrid,DC,116
2023/09,Plug-In Hybrid,DE,53
2023/09,Plug-In Hybrid,DORCHESTER,56
2023/09,Plug-In Hybrid,FL,29
2023/09,Plug-In Hybrid,FREDERICK,1473
2023/09,Plug-In Hybrid,GA,12
2023/09,Plug-In Hybrid,GARRETT,33
2023/09,Plug-In Hybrid,HARFORD,744
2023/09,Plug-In Hybrid,HOWARD,2362
2023/09,Plug-In Hybrid,IL,7
2023/09,Plug-In Hybrid,IN,1
2023/09,Plug-In Hybrid,KENT,54
2023/09,Plug-In Hybrid,KY,1
2023/09,Plug-In Hybrid,LA,4
2023/09,Plug-In Hybrid,MA,3
2023/09,Plug-In Hybrid,ME,1
2023/09,Plug-In Hybrid,MI,8
2023/09,Plug-In Hybrid,MN,2
2023/09,Plug-In Hybrid,MO,2
2023/09,Plug-In Hybrid,MONTGOMERY,7738
2023/09,Plug-In Hybrid,MS,1
2023/09,Plug-In Hybrid,NC,30
2023/09,Plug-In Hybrid,NH,2
2023/09,Plug-In Hybrid,NJ,37
2023/09,Plug-In Hybrid,NM,3
2023/09,Plug-In Hybrid,NY,42
2023/09,Plug-In Hybrid,OH,8
2023/09,Plug-In Hybrid,OR,1
2023/09,Plug-In Hybrid,PA,78
2023/09,Plug-In Hybrid,PRINCE GEORGES,2146
2023/09,Plug-In Hybrid,QUEEN ANNES,182
2023/09,Plug-In Hybrid,SAINT MARYS,351
2023/09,Plug-In Hybrid,SC,11
2023/09,Plug-In Hybrid,SD,1
2023/09,Plug-In Hybrid,SOMERSET,20
2023/09,Plug-In Hybrid,TALBOT,173
2023/09,Plug-In Hybrid,TN,5
2023/09,Plug-In Hybrid,TX,30
2023/09,Plug-In Hybrid,UT,2
2023/09,Plug-In Hybrid,VA,201
2023/09,Plug-In Hybrid,WA,6
2023/09,Plug-In Hybrid,WASHINGTON,294
2023/09,Plug-In Hybrid,WI,2
2023/09,Plug-In Hybrid,WICOMICO,190
2023/09,Plug-In Hybrid,WORCESTER,146
2023/09,Plug-In Hybrid,WV,11
2023/09,Plug-In Hybrid,WY,1
2023/10,Electric,AL,3
2023/10,Electric,ALLEGANY,182
2023/10,Electric,ANNE ARUNDEL,7461
2023/10,Electric,AR,1
2023/10,Electric,AZ,7
2023/10,Electric,BALTIMORE,5713
2023/10,Electric,BALTIMORE CITY,2601
2023/10,Electric,CA,18
2023/10,Electric,CALVERT,576
2023/10,Electric,CAROLINE,111
2023/10,Electric,CARROLL,1132
2023/10,Electric,CECIL,315
2023/10,Electric,CHARLES,1137
2023/10,Electric,CO,10
2023/10,Electric,CT,8
2023/10,Electric,DC,333
2023/10,Electric,DE,83
2023/10,Electric,DORCHESTER,77
2023/10,Electric,FL,48
2023/10,Electric,FREDERICK,3211
2023/10,Electric,GA,11
2023/10,Electric,GARRETT,50
2023/10,Electric,HARFORD,1395
2023/10,Electric,HI,5
2023/10,Electric,HOWARD,7392
2023/10,Electric,IL,18
2023/10,Electric,IN,3
2023/10,Electric,KENT,67
2023/10,Electric,KS,2
2023/10,Electric,KY,4
2023/10,Electric,LA,1
2023/10,Electric,MA,4
2023/10,Electric,ME,1
2023/10,Electric,MI,7
2023/10,Electric,MN,1
2023/10,Electric,MO,2
2023/10,Electric,MONTGOMERY,19448
2023/10,Electric,MS,3
2023/10,Electric,MT,3
2023/10,Electric,NC,18
2023/10,Electric,ND,1
2023/10,Electric,NH,2
2023/10,Electric,NJ,62
2023/10,Electric,NM,1
2023/10,Electric,NV,4
2023/10,Electric,NY,34
2023/10,Electric,OH,10
2023/10,Electric,OK,1
2023/10,Electric,OR,2
2023/10,Electric,PA,56
2023/10,Electric,PRINCE GEORGES,5698
2023/10,Electric,QUEEN ANNES,325
2023/10,Electric,RI,1
2023/10,Electric,SAINT MARYS,575
2023/10,Electric,SC,11
2023/10,Electric,SOMERSET,23
2023/10,Electric,TALBOT,285
2023/10,Electric,TN,3
2023/10,Electric,TX,12
2023/10,Electric,UT,1
2023/10,Electric,VA,491
2023/10,Electric,WA,12
2023/10,Electric,WASHINGTON,523
2023/10,Electric,WI,1
2023/10,Electric,WICOMICO,244
2023/10,Electric,WORCESTER,268
2023/10,Electric,WV,28
2023/10,Plug-In Hybrid,AK,1
2023/10,Plug-In Hybrid,AL,4
2023/10,Plug-In Hybrid,ALLEGANY,142
2023/10,Plug-In Hybrid,ANNE ARUNDEL,3895
2023/10,Plug-In Hybrid,AR,1
2023/10,Plug-In Hybrid,BALTIMORE,2728
2023/10,Plug-In Hybrid,BALTIMORE CITY,1377
2023/10,Plug-In Hybrid,CA,4
2023/10,Plug-In Hybrid,CALVERT,344
2023/10,Plug-In Hybrid,CAROLINE,68
2023/10,Plug-In Hybrid,CARROLL,589
2023/10,Plug-In Hybrid,CECIL,214
2023/10,Plug-In Hybrid,CHARLES,376
2023/10,Plug-In Hybrid,CO,5
2023/10,Plug-In Hybrid,CT,8
2023/10,Plug-In Hybrid,DC,115
2023/10,Plug-In Hybrid,DE,44
2023/10,Plug-In Hybrid,DORCHESTER,59
2023/10,Plug-In Hybrid,FL,27
2023/10,Plug-In Hybrid,FREDERICK,1499
2023/10,Plug-In Hybrid,GA,9
2023/10,Plug-In Hybrid,GARRETT,35
2023/10,Plug-In Hybrid,HARFORD,765
2023/10,Plug-In Hybrid,HOWARD,2405
2023/10,Plug-In Hybrid,IA,1
2023/10,Plug-In Hybrid,IL,5
2023/10,Plug-In Hybrid,IN,3
2023/10,Plug-In Hybrid,KENT,58
2023/10,Plug-In Hybrid,LA,1
2023/10,Plug-In Hybrid,MA,5
2023/10,Plug-In Hybrid,ME,2
2023/10,Plug-In Hybrid,MI,9
2023/10,Plug-In Hybrid,MN,1
2023/10,Plug-In Hybrid,MO,1
2023/10,Plug-In Hybrid,MONTGOMERY,8112
