Year_Month,Fuel_Category,County,Count
2021/05,Plug-In Hybrid,TALBOT,104
2021/05,Plug-In Hybrid,TN,1
2021/05,Plug-In Hybrid,TX,1
2021/05,Plug-In Hybrid,WA,1
2021/05,Plug-In Hybrid,WASHINGTON,206
2021/05,Plug-In Hybrid,WICOMICO,111
2021/05,Plug-In Hybrid,WORCESTER,82
2021/06,Electric,UNKNOWN,34
2021/06,Electric,ALLEGANY,41
2021/06,Electric,ANNE ARUNDEL,2334
2021/06,Electric,BALTIMORE,2121
2021/06,Electric,BALTIMORE CITY,1034
2021/06,Electric,CA,3
2021/06,Electric,CALVERT,199
2021/06,Electric,CAROLINE,15
2021/06,Electric,CARROLL,448
2021/06,Electric,CECIL,128
2021/06,Electric,CHARLES,320
2021/06,Electric,DE,1
2021/06,Electric,DORCHESTER,29
2021/06,Electric,FREDERICK,1038
2021/06,Electric,GARRETT,19
2021/06,Electric,HARFORD,469
2021/06,Electric,HOWARD,2589
2021/06,Electric,KENT,26
2021/06,Electric,MONTGOMERY,7705
2021/06,Electric,PRINCE GEORGES,1754
2021/06,Electric,QUEEN ANNES,120
2021/06,Electric,SAINT MARYS,210
2021/06,Electric,SOMERSET,5
2021/06,Electric,TALBOT,108
2021/06,Electric,WASHINGTON,191
2021/06,Electric,WICOMICO,74
2021/06,Electric,WORCESTER,61
2021/06,Plug-In Hybrid,UNKNOWN,18
2021/06,Plug-In Hybrid,ALLEGANY,42
2021/06,Plug-In Hybrid,ANNE ARUNDEL,1409
2021/06,Plug-In Hybrid,BALTIMORE,1523
2021/06,Plug-In Hybrid,BALTIMORE CITY,824
2021/06,Plug-In Hybrid,CALVERT,214
2021/06,Plug-In Hybrid,CAROLINE,32
2021/06,Plug-In Hybrid,CARROLL,314
2021/06,Plug-In Hybrid,CECIL,96
2021/06,Plug-In Hybrid,CHARLES,220
2021/06,Plug-In Hybrid,CO,1
2021/06,Plug-In Hybrid,DORCHESTER,26
2021/06,Plug-In Hybrid,FREDERICK,831
2021/06,Plug-In Hybrid,GARRETT,10
2021/06,Plug-In Hybrid,HARFORD,388
2021/06,Plug-In Hybrid,HOWARD,1387
2021/06,Plug-In Hybrid,IL,1
2021/06,Plug-In Hybrid,KENT,42
2021/06,Plug-In Hybrid,KY,1
2021/06,Plug-In Hybrid,MONTGOMERY,4324
2021/06,Plug-In Hybrid,OH,2
2021/06,Plug-In Hybrid,PRINCE GEORGES,1200
2021/06,Plug-In Hybrid,QUEEN ANNES,105
2021/06,Plug-In Hybrid,SAINT MARYS,218
2021/06,Plug-In Hybrid,SOMERSET,11
2021/06,Plug-In Hybrid,TALBOT,109
2021/06,Plug-In Hybrid,TN,1
2021/06,Plug-In Hybrid,TX,1
2021/06,Plug-In Hybrid,WA,1
2021/06,Plug-In Hybrid,WASHINGTON,214
2021/06,Plug-In Hybrid,WICOMICO,117
2021/06,Plug-In Hybrid,WORCESTER,83
2021/07,Electric,UNKNOWN,37
2021/07,Electric,ALLEGANY,43
2021/07,Electric,ANNE ARUNDEL,2395
2021/07,Electric,BALTIMORE,2201
2021/07,Electric,BALTIMORE CITY,1076
2021/07,Electric,CA,3
2021/07,Electric,CALVERT,210
2021/07,Electric,CAROLINE,18
2021/07,Electric,CARROLL,465
2021/07,Electric,CECIL,137
2021/07,Electric,CHARLES,334
2021/07,Electric,DE,1
2021/07,Electric,DORCHESTER,29
2021/07,Electric,FREDERICK,1068
2021/07,Electric,GARRETT,22
2021/07,Electric,HARFORD,494
2021/07,Electric,HOWARD,2658
2021/07,Electric,KENT,27
2021/07,Electric,MONTGOMERY,7963
2021/07,Electric,PRINCE GEORGES,1851
2021/07,Electric,QUEEN ANNES,128
2021/07,Electric,SAINT MARYS,226
2021/07,Electric,SOMERSET,5
2021/07,Electric,TALBOT,113
2021/07,Electric,WASHINGTON,199
2021/07,Electric,WICOMICO,76
2021/07,Electric,WORCESTER,66
2021/07,Plug-In Hybrid,UNKNOWN,18
2021/07,Plug-In Hybrid,ALLEGANY,40
2021/07,Plug-In Hybrid,ANNE ARUNDEL,1458
2021/07,Plug-In Hybrid,BALTIMORE,1597
2021/07,Plug-In Hybrid,BALTIMORE CITY,854
2021/07,Plug-In Hybrid,CALVERT,223
2021/07,Plug-In Hybrid,CAROLINE,34
2021/07,Plug-In Hybrid,CARROLL,320
2021/07,Plug-In Hybrid,CECIL,97
2021/07,Plug-In Hybrid,CHARLES,221
2021/07,Plug-In Hybrid,CO,1
2021/07,Plug-In Hybrid,DORCHESTER,28
2021/07,Plug-In Hybrid,FREDERICK,849
2021/07,Plug-In Hybrid,GARRETT,12
2021/07,Plug-In Hybrid,HARFORD,393
2021/07,Plug-In Hybrid,HOWARD,1441
2021/07,Plug-In Hybrid,IL,1
2021/07,Plug-In Hybrid,KENT,44
2021/07,Plug-In Hybrid,KY,1
2021/07,Plug-In Hybrid,MONTGOMERY,4460
2021/07,Plug-In Hybrid,OH,2
2021/07,Plug-In Hybrid,PRINCE GEORGES,1249
2021/07,Plug-In Hybrid,QUEEN ANNES,112
2021/07,Plug-In Hybrid,SAINT MARYS,232
2021/07,Plug-In Hybrid,SOMERSET,10
2021/07,Plug-In Hybrid,TALBOT,110
2021/07,Plug-In Hybrid,TN,1
2021/07,Plug-In Hybrid,TX,1
2021/07,Plug-In Hybrid,WA,1
2021/07,Plug-In Hybrid,WASHINGTON,222
2021/07,Plug-In Hybrid,WICOMICO,119
2021/07,Plug-In Hybrid,WORCESTER,84
2021/08,Electric,UNKNOWN,33
2021/08,Electric,ALLEGANY,44
2021/08,Electric,ANNE ARUNDEL,2707
2021/08,Electric,BALTIMORE,2283
2021/08,Electric,BALTIMORE CITY,1097
2021/08,Electric,CA,2
2021/08,Electric,CALVERT,217
2021/08,Electric,CAROLINE,19
2021/08,Electric,CARROLL,473
2021/08,Electric,CECIL,140
2021/08,Electric,CHARLES,360
2021/08,Electric,DE,1
2021/08,Electric,DORCHESTER,30
2021/08,Electric,FREDERICK,1088
2021/08,Electric,GARRETT,22
2021/08,Electric,HARFORD,512
2021/08,Electric,HOWARD,2739
2021/08,Electric,KENT,27
2021/08,Electric,MONTGOMERY,8140
2021/08,Electric,PRINCE GEORGES,1912
2021/08,Electric,QUEEN ANNES,133
2021/08,Electric,SAINT MARYS,230
2021/08,Electric,SOMERSET,5
2021/08,Electric,TALBOT,118
2021/08,Electric,WASHINGTON,207
2021/08,Electric,WICOMICO,74
2021/08,Electric,WORCESTER,68
2021/08,Plug-In Hybrid,UNKNOWN,18
2021/08,Plug-In Hybrid,ALLEGANY,39
2021/08,Plug-In Hybrid,ANNE ARUNDEL,1541
2021/08,Plug-In Hybrid,BALTIMORE,1639
2021/08,Plug-In Hybrid,BALTIMORE CITY,894
2021/08,Plug-In Hybrid,CALVERT,231
2021/08,Plug-In Hybrid,CAROLINE,34
2021/08,Plug-In Hybrid,CARROLL,339
2021/08,Plug-In Hybrid,CECIL,105
2021/08,Plug-In Hybrid,CHARLES,227
2021/08,Plug-In Hybrid,DORCHESTER,28
2021/08,Plug-In Hybrid,FREDERICK,865
2021/08,Plug-In Hybrid,GARRETT,12
2021/08,Plug-In Hybrid,HARFORD,408
2021/08,Plug-In Hybrid,HOWARD,1489
2021/08,Plug-In Hybrid,IL,1
2021/08,Plug-In Hybrid,KENT,45
2021/08,Plug-In Hybrid,KY,1
2021/08,Plug-In Hybrid,MONTGOMERY,4623
2021/08,Plug-In Hybrid,OH,2
2021/08,Plug-In Hybrid,PRINCE GEORGES,1289
2021/08,Plug-In Hybrid,QUEEN ANNES,118
2021/08,Plug-In Hybrid,SAINT MARYS,241
2021/08,Plug-In Hybrid,SOMERSET,12
2021/08,Plug-In Hybrid,TALBOT,114
2021/08,Plug-In Hybrid,TN,1
2021/08,Plug-In Hybrid,TX,1
2021/08,Plug-In Hybrid,WA,1
2021/08,Plug-In Hybrid,WASHINGTON,226
2021/08,Plug-In Hybrid,WICOMICO,122
2021/08,Plug-In Hybrid,WORCESTER,85
2021/09,Electric,UNKNOWN,31
2021/09,Electric,ALLEGANY,47
2021/09,Electric,ANNE ARUNDEL,2767
2021/09,Electric,BALTIMORE,2347
2021/09,Electric,BALTIMORE CITY,1126
2021/09,Electric,CA,2
2021/09,Electric,CALVERT,221
2021/09,Electric,CAROLINE,19
2021/09,Electric,CARROLL,478
2021/09,Electric,CECIL,149
2021/09,Electric,CHARLES,376
2021/09,Electric,DE,1
2021/09,Electric,DORCHESTER,32
2021/09,Electric,FREDERICK,1129
2021/09,Electric,GARRETT,22
2021/09,Electric,HARFORD,528
2021/09,Electric,HOWARD,2796
2021/09,Electric,KENT,28
2021/09,Electric,MONTGOMERY,8344
2021/09,Electric,PRINCE GEORGES,1983
2021/09,Electric,QUEEN ANNES,134
2021/09,Electric,SAINT MARYS,245
2021/09,Electric,SOMERSET,5
2021/09,Electric,TALBOT,124
2021/09,Electric,WASHINGTON,215
2021/09,Electric,WICOMICO,76
2021/09,Electric,WORCESTER,72
2021/09,Plug-In Hybrid,UNKNOWN,17
2021/09,Plug-In Hybrid,ALLEGANY,42
2021/09,Plug-In Hybrid,ANNE ARUNDEL,1590
2021/09,Plug-In Hybrid,BALTIMORE,1677
2021/09,Plug-In Hybrid,BALTIMORE CITY,920
2021/09,Plug-In Hybrid,CALVERT,237
2021/09,Plug-In Hybrid,CAROLINE,35
2021/09,Plug-In Hybrid,CARROLL,341
2021/09,Plug-In Hybrid,CECIL,107
2021/09,Plug-In Hybrid,CHARLES,229
2021/09,Plug-In Hybrid,DORCHESTER,30
2021/09,Plug-In Hybrid,FREDERICK,887
2021/09,Plug-In Hybrid,GARRETT,12
2021/09,Plug-In Hybrid,HARFORD,422
2021/09,Plug-In Hybrid,HOWARD,1535
2021/09,Plug-In Hybrid,IL,1
2021/09,Plug-In Hybrid,KENT,44
2021/09,Plug-In Hybrid,KY,1
2021/09,Plug-In Hybrid,MONTGOMERY,4763
2021/09,Plug-In Hybrid,OH,2
2021/09,Plug-In Hybrid,PRINCE GEORGES,1327
2021/09,Plug-In Hybrid,QUEEN ANNES,121
2021/09,Plug-In Hybrid,SAINT MARYS,245
2021/09,Plug-In Hybrid,SOMERSET,12
2021/09,Plug-In Hybrid,TALBOT,113
2021/09,Plug-In Hybrid,TN,1
2021/09,Plug-In Hybrid,TX,1
2021/09,Plug-In Hybrid,WASHINGTON,226
2021/09,Plug-In Hybrid,WICOMICO,129
2021/09,Plug-In Hybrid,WORCESTER,81
2021/10,Electric,UNKNOWN,33
2021/10,Electric,ALLEGANY,46
2021/10,Electric,ANNE ARUNDEL,2838
2021/10,Electric,BALTIMORE,2422
2021/10,Electric,BALTIMORE CITY,1164
2021/10,Electric,CA,2
2021/10,Electric,CALVERT,229
2021/10,Electric,CAROLINE,23
2021/10,Electric,CARROLL,498
2021/10,Electric,CECIL,150
2021/10,Electric,CHARLES,395
2021/10,Electric,DE,1
2021/10,Electric,DORCHESTER,31
2021/10,Electric,FREDERICK,1166
2021/10,Electric,GARRETT,22
2021/10,Electric,HARFORD,546
2021/10,Electric,HOWARD,2887
2021/10,Electric,KENT,31
2021/10,Electric,MONTGOMERY,8580
2021/10,Electric,PRINCE GEORGES,2061
2021/10,Electric,QUEEN ANNES,133
2021/10,Electric,SAINT MARYS,251
2021/10,Electric,SOMERSET,5
2021/10,Electric,TALBOT,125
2021/10,Electric,WASHINGTON,218
2021/10,Electric,WICOMICO,78
2021/10,Electric,WORCESTER,77
2021/10,Plug-In Hybrid,UNKNOWN,19
2021/10,Plug-In Hybrid,ALLEGANY,42
2021/10,Plug-In Hybrid,ANNE ARUNDEL,1711
2021/10,Plug-In Hybrid,BALTIMORE,1709
2021/10,Plug-In Hybrid,BALTIMORE CITY,938
2021/10,Plug-In Hybrid,CALVERT,247
2021/10,Plug-In Hybrid,CAROLINE,38
2021/10,Plug-In Hybrid,CARROLL,356
2021/10,Plug-In Hybrid,CECIL,108
2021/10,Plug-In Hybrid,CHARLES,230
2021/10,Plug-In Hybrid,DORCHESTER,32
2021/10,Plug-In Hybrid,FREDERICK,906
2021/10,Plug-In Hybrid,GARRETT,11
2021/10,Plug-In Hybrid,HARFORD,436
2021/10,Plug-In Hybrid,HOWARD,1579
2021/10,Plug-In Hybrid,IL,1
2021/10,Plug-In Hybrid,KENT,45
2021/10,Plug-In Hybrid,KY,1
2021/10,Plug-In Hybrid,MONTGOMERY,4892
2021/10,Plug-In Hybrid,OH,1
2021/10,Plug-In Hybrid,PRINCE GEORGES,1371
2021/10,Plug-In Hybrid,QUEEN ANNES,124
2021/10,Plug-In Hybrid,SAINT MARYS,253
2021/10,Plug-In Hybrid,SOMERSET,12
2021/10,Plug-In Hybrid,TALBOT,115
2021/10,Plug-In Hybrid,TN,1
2021/10,Plug-In Hybrid,TX,1
2021/10,Plug-In Hybrid,WASHINGTON,228
2021/10,Plug-In Hybrid,WICOMICO,130
2021/10,Plug-In Hybrid,WORCESTER,84
2021/11,Electric,UNKNOWN,32
2021/11,Electric,ALLEGANY,46
2021/11,Electric,ANNE ARUNDEL,2949
2021/11,Electric,BALTIMORE,2482
2021/11,Electric,BALTIMORE CITY,1192
2021/11,Electric,CA,2
2021/11,Electric,CALVERT,237
2021/11,Electric,CAROLINE,25
2021/11,Electric,CARROLL,508
2021/11,Electric,CECIL,155
2021/11,Electric,CHARLES,408
2021/11,Electric,DE,1
2021/11,Electric,DORCHESTER,31
2021/11,Electric,FREDERICK,1198
2021/11,Electric,GARRETT,23
2021/11,Electric,HARFORD,567
2021/11,Electric,HOWARD,2973
2021/11,Electric,KENT,32
2021/11,Electric,MONTGOMERY,8765
2021/11,Electric,PRINCE GEORGES,2112
2021/11,Electric,QUEEN ANNES,141
2021/11,Electric,SAINT MARYS,254
2021/11,Electric,SOMERSET,4
2021/11,Electric,TALBOT,131
2021/11,Electric,WASHINGTON,225
2021/11,Electric,WICOMICO,85
2021/11,Electric,WORCESTER,77
2021/11,Plug-In Hybrid,UNKNOWN,19
2021/11,Plug-In Hybrid,ALLEGANY,45
2021/11,Plug-In Hybrid,ANNE ARUNDEL,1766
2021/11,Plug-In Hybrid,BALTIMORE,1738
2021/11,Plug-In Hybrid,BALTIMORE CITY,954
2021/11,Plug-In Hybrid,CALVERT,253
2021/11,Plug-In Hybrid,CAROLINE,40
2021/11,Plug-In Hybrid,CARROLL,364
2021/11,Plug-In Hybrid,CECIL,114
2021/11,Plug-In Hybrid,CHARLES,240
2021/11,Plug-In Hybrid,DORCHESTER,33
2021/11,Plug-In Hybrid,FREDERICK,927
2021/11,Plug-In Hybrid,GARRETT,14
2021/11,Plug-In Hybrid,HARFORD,444
2021/11,Plug-In Hybrid,HOWARD,1591
2021/11,Plug-In Hybrid,IL,1
2021/11,Plug-In Hybrid,KENT,44
2021/11,Plug-In Hybrid,KY,1
2021/11,Plug-In Hybrid,MONTGOMERY,4984
2021/11,Plug-In Hybrid,OH,1
2021/11,Plug-In Hybrid,PRINCE GEORGES,1395
2021/11,Plug-In Hybrid,QUEEN ANNES,126
2021/11,Plug-In Hybrid,SAINT MARYS,257
2021/11,Plug-In Hybrid,SOMERSET,12
2021/11,Plug-In Hybrid,TALBOT,116
2021/11,Plug-In Hybrid,TN,1
2021/11,Plug-In Hybrid,TX,1
2021/11,Plug-In Hybrid,WASHINGTON,232
2021/11,Plug-In Hybrid,WICOMICO,132
2021/11,Plug-In Hybrid,WORCESTER,87
2021/12,Electric,UNKNOWN,31
2021/12,Electric,ALLEGANY,46
2021/12,Electric,ANNE ARUNDEL,3037
2021/12,Electric,BALTIMORE,2530
2021/12,Electric,BALTIMORE CITY,1231
2021/12,Electric,CA,2
2021/12,Electric,CALVERT,242
2021/12,Electric,CAROLINE,25
2021/12,Electric,CARROLL,520
2021/12,Electric,CECIL,154
2021/12,Electric,CHARLES,417
2021/12,Electric,DE,1
2021/12,Electric,DORCHESTER,32
2021/12,Electric,FREDERICK,1233
2021/12,Electric,GARRETT,26
2021/12,Electric,HARFORD,578
2021/12,Electric,HOWARD,3056
2021/12,Electric,KENT,33
2021/12,Electric,MONTGOMERY,8971
2021/12,Electric,PRINCE GEORGES,2166
2021/12,Electric,QUEEN ANNES,145
2021/12,Electric,SAINT MARYS,260
2021/12,Electric,SOMERSET,5
2021/12,Electric,TALBOT,132
2021/12,Electric,TX,1
2021/12,Electric,WASHINGTON,226
2021/12,Electric,WICOMICO,88
2021/12,Electric,WORCESTER,76
2021/12,Plug-In Hybrid,UNKNOWN,20
2021/12,Plug-In Hybrid,ALLEGANY,47
2021/12,Plug-In Hybrid,ANNE ARUNDEL,1797
2021/12,Plug-In Hybrid,AZ,1
2021/12,Plug-In Hybrid,BALTIMORE,1760
2021/12,Plug-In Hybrid,BALTIMORE CITY,963
2021/12,Plug-In Hybrid,CALVERT,257
2021/12,Plug-In Hybrid,CAROLINE,39
2021/12,Plug-In Hybrid,CARROLL,368
2021/12,Plug-In Hybrid,CECIL,118
2021/12,Plug-In Hybrid,CHARLES,239
2021/12,Plug-In Hybrid,DE,1
2021/12,Plug-In Hybrid,DORCHESTER,32
2021/12,Plug-In Hybrid,FREDERICK,946
2021/12,Plug-In Hybrid,GARRETT,16
2021/12,Plug-In Hybrid,HARFORD,449
2021/12,Plug-In Hybrid,HOWARD,1650
2021/12,Plug-In Hybrid,IL,1
2021/12,Plug-In Hybrid,KENT,45
2021/12,Plug-In Hybrid,KY,1
2021/12,Plug-In Hybrid,MI,1
2021/12,Plug-In Hybrid,MONTGOMERY,5077
2021/12,Plug-In Hybrid,OH,1
2021/12,Plug-In Hybrid,PRINCE GEORGES,1411
2021/12,Plug-In Hybrid,QUEEN ANNES,126
2021/12,Plug-In Hybrid,SAINT MARYS,260
2021/12,Plug-In Hybrid,SOMERSET,12
2021/12,Plug-In Hybrid,TALBOT,115
2021/12,Plug-In Hybrid,TN,1
2021/12,Plug-In Hybrid,TX,1
2021/12,Plug-In Hybrid,WASHINGTON,235
2021/12,Plug-In Hybrid,WICOMICO,134
2021/12,Plug-In Hybrid,WORCESTER,86
2022/01,Electric,,11
2022/01,Electric,ALLEGANY,48
2022/01,Electric,ANNE ARUNDEL,3125
2022/01,Electric,BALTIMORE,2603
2022/01,Electric,BALTIMORE CITY,1265
2022/01,Electric,CA,2
2022/01,Electric,CALVERT,251
2022/01,Electric,CAROLINE,31
2022/01,Electric,CARROLL,533
2022/01,Electric,CECIL,162
2022/01,Electric,CHARLES,442
2022/01,Electric,DE,2
2022/01,Electric,DORCHESTER,34
2022/01,Electric,FREDERICK,1285
2022/01,Electric,GARRETT,26
2022/01,Electric,HARFORD,592
2022/01,Electric,HOWARD,3165
2022/01,Electric,KENT,35
2022/01,Electric,MD,1
2022/01,Electric,MONTGOMERY,9239
2022/01,Electric,NY,1
2022/01,Electric,PRINCE GEORGES,2256
2022/01,Electric,QUEEN ANNES,148
2022/01,Electric,SAINT MARYS,270
2022/01,Electric,SOMERSET,5
2022/01,Electric,TALBOT,138
2022/01,Electric,WASHINGTON,233
2022/01,Electric,WICOMICO,90
2022/01,Electric,WORCESTER,83
2022/01,Plug-In Hybrid,,6
2022/01,Plug-In Hybrid,ALLEGANY,46
2022/01,Plug-In Hybrid,ANNE ARUNDEL,1816
2022/01,Plug-In Hybrid,AZ,1
2022/01,Plug-In Hybrid,BALTIMORE,1789
2022/01,Plug-In Hybrid,BALTIMORE CITY,970
2022/01,Plug-In Hybrid,CALVERT,259
2022/01,Plug-In Hybrid,CAROLINE,39
2022/01,Plug-In Hybrid,CARROLL,371
2022/01,Plug-In Hybrid,CECIL,126
2022/01,Plug-In Hybrid,CHARLES,242
2022/01,Plug-In Hybrid,CO,1
2022/01,Plug-In Hybrid,DC,1
2022/01,Plug-In Hybrid,DE,1
2022/01,Plug-In Hybrid,DORCHESTER,33
2022/01,Plug-In Hybrid,FREDERICK,956
2022/01,Plug-In Hybrid,GARRETT,16
2022/01,Plug-In Hybrid,HARFORD,467
2022/01,Plug-In Hybrid,HOWARD,1678
2022/01,Plug-In Hybrid,IL,1
2022/01,Plug-In Hybrid,KENT,46
2022/01,Plug-In Hybrid,KY,1
2022/01,Plug-In Hybrid,MD,4
2022/01,Plug-In Hybrid,MONTGOMERY,5163
2022/01,Plug-In Hybrid,OH,1
2022/01,Plug-In Hybrid,PRINCE GEORGES,1430
2022/01,Plug-In Hybrid,QUEEN ANNES,123
2022/01,Plug-In Hybrid,SAINT MARYS,265
2022/01,Plug-In Hybrid,SOMERSET,11
2022/01,Plug-In Hybrid,TALBOT,116
2022/01,Plug-In Hybrid,TN,1
2022/01,Plug-In Hybrid,TX,1
2022/01,Plug-In Hybrid,WASHINGTON,238
2022/01,Plug-In Hybrid,WICOMICO,133
2022/01,Plug-In Hybrid,WORCESTER,88
2022/02,Electric,ALLEGANY,51
2022/02,Electric,ANNE ARUNDEL,2977
2022/02,Electric,BALTIMORE,2706
2022/02,Electric,BALTIMORE CITY,1541
2022/02,Electric,CA,3
2022/02,Electric,CALVERT,253
2022/02,Electric,CAROLINE,42
2022/02,Electric,CARROLL,554
2022/02,Electric,CECIL,165
2022/02,Electric,CHARLES,461
2022/02,Electric,DE,1
2022/02,Electric,DORCHESTER,37
2022/02,Electric,FREDERICK,1336
2022/02,Electric,GARRETT,23
2022/02,Electric,HARFORD,606
2022/02,Electric,HOWARD,3278
2022/02,Electric,KENT,38
2022/02,Electric,MD,1
2022/02,Electric,MONTGOMERY,9551
2022/02,Electric,NY,1
2022/02,Electric,PRINCE GEORGES,2350
2022/02,Electric,QUEEN ANNES,155
2022/02,Electric,SAINT MARYS,288
2022/02,Electric,SOMERSET,5
2022/02,Electric,TALBOT,145
2022/02,Electric,TX,1
2022/02,Electric,WASHINGTON,242
2022/02,Electric,WICOMICO,93
2022/02,Electric,WORCESTER,87
2022/02,Plug-In Hybrid,ALLEGANY,47
2022/02,Plug-In Hybrid,ANNE ARUNDEL,1842
2022/02,Plug-In Hybrid,AZ,1
2022/02,Plug-In Hybrid,BALTIMORE,1819
2022/02,Plug-In Hybrid,BALTIMORE CITY,1000
2022/02,Plug-In Hybrid,CALVERT,250
2022/02,Plug-In Hybrid,CAROLINE,51
2022/02,Plug-In Hybrid,CARROLL,378
2022/02,Plug-In Hybrid,CECIL,126
2022/02,Plug-In Hybrid,CHARLES,245
2022/02,Plug-In Hybrid,DC,1
2022/02,Plug-In Hybrid,DE,1
2022/02,Plug-In Hybrid,DORCHESTER,36
2022/02,Plug-In Hybrid,FREDERICK,983
2022/02,Plug-In Hybrid,GARRETT,16
2022/02,Plug-In Hybrid,HARFORD,472
2022/02,Plug-In Hybrid,HOWARD,1712
2022/02,Plug-In Hybrid,IL,1
2022/02,Plug-In Hybrid,KENT,45
2022/02,Plug-In Hybrid,KY,1
2022/02,Plug-In Hybrid,MD,3
2022/02,Plug-In Hybrid,MONTGOMERY,5233
2022/02,Plug-In Hybrid,OH,2
2022/02,Plug-In Hybrid,PA,1
2022/02,Plug-In Hybrid,PRINCE GEORGES,1467
2022/02,Plug-In Hybrid,QUEEN ANNES,126
2022/02,Plug-In Hybrid,SAINT MARYS,257
2022/02,Plug-In Hybrid,SOMERSET,16
2022/02,Plug-In Hybrid,TALBOT,115
2022/02,Plug-In Hybrid,TN,1
2022/02,Plug-In Hybrid,TX,1
2022/02,Plug-In Hybrid,WASHINGTON,240
2022/02,Plug-In Hybrid,WICOMICO,142
2022/02,Plug-In Hybrid,WORCESTER,86
2022/03,Electric,ALLEGANY,53
2022/03,Electric,ANNE ARUNDEL,3135
2022/03,Electric,BALTIMORE,2811
2022/03,Electric,BALTIMORE CITY,1599
2022/03,Electric,CA,3
2022/03,Electric,CALVERT,268
2022/03,Electric,CAROLINE,48
2022/03,Electric,CARROLL,574
2022/03,Electric,CECIL,178
2022/03,Electric,CHARLES,482
2022/03,Electric,DC,2
2022/03,Electric,DE,1
2022/03,Electric,DORCHESTER,37
2022/03,Electric,FREDERICK,1400
2022/03,Electric,GARRETT,24
2022/03,Electric,HARFORD,631
2022/03,Electric,HOWARD,3425
2022/03,Electric,KENT,39
2022/03,Electric,MONTGOMERY,9932
2022/03,Electric,NY,1
2022/03,Electric,PRINCE GEORGES,2479
2022/03,Electric,QUEEN ANNES,160
2022/03,Electric,SAINT MARYS,299
2022/03,Electric,SOMERSET,6
2022/03,Electric,TALBOT,154
2022/03,Electric,TX,1
2022/03,Electric,WASHINGTON,245
2022/03,Electric,WICOMICO,98
2022/03,Electric,WORCESTER,96
2022/03,Plug-In Hybrid,ALLEGANY,47
2022/03,Plug-In Hybrid,ANNE ARUNDEL,1923
2022/03,Plug-In Hybrid,AZ,1
2022/03,Plug-In Hybrid,BALTIMORE,1872
2022/03,Plug-In Hybrid,BALTIMORE CITY,1011
2022/03,Plug-In Hybrid,CALVERT,249
2022/03,Plug-In Hybrid,CAROLINE,52
2022/03,Plug-In Hybrid,CARROLL,386
2022/03,Plug-In Hybrid,CECIL,135
2022/03,Plug-In Hybrid,CHARLES,246
2022/03,Plug-In Hybrid,DC,1
2022/03,Plug-In Hybrid,DE,1
2022/03,Plug-In Hybrid,DORCHESTER,37
2022/03,Plug-In Hybrid,FREDERICK,1016
2022/03,Plug-In Hybrid,GARRETT,15
2022/03,Plug-In Hybrid,HARFORD,490
2022/03,Plug-In Hybrid,HOWARD,1741
2022/03,Plug-In Hybrid,IL,1
2022/03,Plug-In Hybrid,KENT,44
2022/03,Plug-In Hybrid,KY,1
2022/03,Plug-In Hybrid,MONTGOMERY,5338
2022/03,Plug-In Hybrid,OH,2
2022/03,Plug-In Hybrid,PRINCE GEORGES,1491
2022/03,Plug-In Hybrid,QUEEN ANNES,136
2022/03,Plug-In Hybrid,SAINT MARYS,262
2022/03,Plug-In Hybrid,SOMERSET,18
2022/03,Plug-In Hybrid,TALBOT,113
2022/03,Plug-In Hybrid,TN,1
2022/03,Plug-In Hybrid,TX,1
2022/03,Plug-In Hybrid,VA,1
2022/03,Plug-In Hybrid,WASHINGTON,245
2022/03,Plug-In Hybrid,WICOMICO,148
2022/03,Plug-In Hybrid,WORCESTER,88
2022/04,Electric,ALLEGANY,57
2022/04,Electric,ANNE ARUNDEL,3582
2022/04,Electric,BALTIMORE,2933
2022/04,Electric,BALTIMORE CITY,1662
2022/04,Electric,CA,2
2022/04,Electric,CALVERT,273
2022/04,Electric,CAROLINE,48
2022/04,Electric,CARROLL,593
2022/04,Electric,CECIL,185
2022/04,Electric,CHARLES,515
2022/04,Electric,DC,3
2022/04,Electric,DE,1
2022/04,Electric,DORCHESTER,37
2022/04,Electric,FREDERICK,1472
2022/04,Electric,GARRETT,25
2022/04,Electric,HARFORD,669
2022/04,Electric,HOWARD,3577
2022/04,Electric,KENT,38
2022/04,Electric,MONTGOMERY,10308
2022/04,Electric,NY,1
2022/04,Electric,OH,1
2022/04,Electric,PRINCE GEORGES,2603
2022/04,Electric,QUEEN ANNES,167
2022/04,Electric,SAINT MARYS,320
2022/04,Electric,SOMERSET,6
2022/04,Electric,TALBOT,160
2022/04,Electric,TX,1
2022/04,Electric,VA,1
2022/04,Electric,WASHINGTON,257
2022/04,Electric,WICOMICO,103
2022/04,Electric,WORCESTER,99
2022/04,Plug-In Hybrid,ALLEGANY,49
2022/04,Plug-In Hybrid,ANNE ARUNDEL,1979
2022/04,Plug-In Hybrid,AZ,1
2022/04,Plug-In Hybrid,BALTIMORE,1897
2022/04,Plug-In Hybrid,BALTIMORE CITY,1018
2022/04,Plug-In Hybrid,CA,1
2022/04,Plug-In Hybrid,CALVERT,252
2022/04,Plug-In Hybrid,CAROLINE,48
2022/04,Plug-In Hybrid,CARROLL,402
2022/04,Plug-In Hybrid,CECIL,136
2022/04,Plug-In Hybrid,CHARLES,252
2022/04,Plug-In Hybrid,DC,2
